Order ID,Order Time,Restaurant,Restaurant Rating,Cuisine,Customer ID,Customer Location,Delivery Address,Number of Items,Order Amount,Discount Applied,Taxes,Final Amount,Tip Given,Delivery Partner ID,Delivery Partner Name,Estimated Time (mins),Actual Delivery Time (mins),Distance (km),Payment Method,Payment Status,Order Status,Cancellation Reason,Customer Rating,Review Comments
af92cdab,04:33.0,Burger King,3.2,Italian,CUST3836,Chennai,"40, Chennai Street, Chennai",4,1358.91,10.06,67.95,1416.8,0,DP0037,Priya,36,38,3.51,Wallet,Pending,Cancelled,,,
c012e3d1,52:33.0,Burger King,3.3,Indian,CUST1417,Pune,"57, Pune Street, Pune",7,417.98,117.57,20.9,321.31,0,DP0035,Kavita,46,51,9.85,Credit Card,Failed,Delivered,,1.7,Not satisfied
c7716d82,16:33.0,Biryani Blues,3.3,Thai,CUST7256,Pune,"7, Pune Street, Pune",6,1497.44,2.41,74.87,1569.9,0,DP0025,Kavita,57,52,7.26,Cash on Delivery,Failed,Delivered,,2.4,Late delivery
2cc37844,46:33.0,Domino's,4.6,Thai,CUST9197,Ahmedabad,"33, Ahmedabad Street, Ahmedabad",1,337.91,183.55,16.9,171.26,0,DP0050,Priya,27,31,3.49,Wallet,Failed,Delivered,,2.1,Excellent service
e91a596d,18:33.0,Haldiram's,2.9,Chinese,CUST7944,Mumbai,"81, Mumbai Street, Mumbai",10,391.23,100.25,19.56,310.54,0,DP0001,Rahul,24,33,5.97,UPI,Success,Cancelled,Delivery Delayed,,
4554e56c,43:33.0,McDonald's,3.8,Thai,CUST2895,Kolkata,"35, Kolkata Street, Kolkata",2,1178.16,175.57,58.91,1061.5,3.46,DP0005,Neha,31,28,4.53,Wallet,Success,Pending,,,
c23036c3,45:33.0,Domino's,4.6,Italian,CUST2530,Hyderabad,"76, Hyderabad Street, Hyderabad",1,207.82,186.64,10.39,31.57,53.95,DP0030,Neha,50,53,3.84,Credit Card,Failed,Delivered,,2.4,Late delivery
df4c5485,20:33.0,KFC,3.7,Chinese,CUST6032,Bangalore,"99, Bangalore Street, Bangalore",3,800.81,33.92,40.04,806.93,0,DP0047,Neha,57,62,6.68,Debit Card,Success,Delivered,,4.1,Excellent service
7ed219c4,56:33.0,KFC,2.6,Mexican,CUST6491,Mumbai,"60, Mumbai Street, Mumbai",2,1319.73,191.82,65.99,1193.9,0,DP0037,Suresh,26,30,1.35,Debit Card,Failed,Cancelled,Delivery Delayed,,
0fe01a78,19:33.0,KFC,4.9,Dessert,CUST2407,Kolkata,"25, Kolkata Street, Kolkata",3,787.9,186.42,39.4,640.88,0,DP0039,Amit,51,57,2.67,UPI,Pending,Delivered,,1,Good food!
3e0bb0e1,40:33.0,Subway,3.1,Italian,CUST2006,Chennai,"96, Chennai Street, Chennai",8,1107.69,10,55.38,1153.07,0,DP0001,Kavita,51,59,9.16,Wallet,Pending,Cancelled,Customer Canceled,,
b4cc7ba2,06:33.0,Haldiram's,3.6,Fast Food,CUST8815,Chennai,"83, Chennai Street, Chennai",3,1108.51,172.25,55.43,991.69,0,DP0050,Neha,41,37,8.31,UPI,Failed,Delivered,,4.7,Late delivery
14864dbc,24:33.0,Pizza Hut,5,Indian,CUST6883,Ahmedabad,"58, Ahmedabad Street, Ahmedabad",10,478.15,118.82,23.91,383.24,0,DP0018,Amit,36,37,1.88,Cash on Delivery,Success,Delivered,,4.1,Excellent service
d665e855,13:33.0,Pizza Hut,4.6,Mexican,CUST6823,Mumbai,"93, Mumbai Street, Mumbai",7,691.45,95.72,34.57,630.3,46.49,DP0037,Suresh,57,53,3.55,UPI,Pending,Cancelled,,,
9557cf43,37:33.0,McDonald's,2.8,Thai,CUST8900,Mumbai,"6, Mumbai Street, Mumbai",6,430.4,67.44,21.52,384.48,0,DP0031,Rahul,57,56,4.86,Debit Card,Pending,Pending,,,
39c49359,51:33.0,Haldiram's,2.5,Thai,CUST4460,Bangalore,"19, Bangalore Street, Bangalore",2,453.1,12.77,22.66,462.99,0,DP0010,Kavita,21,20,2.52,Debit Card,Pending,Pending,,,
43d93c6c,31:33.0,Haldiram's,2.9,Mexican,CUST4111,Delhi,"62, Delhi Street, Delhi",4,987.13,91.34,49.36,945.15,0,DP0024,Anil,31,37,3.6,Debit Card,Pending,Pending,,,
8f2484bc,23:33.0,Biryani Blues,3.5,Fast Food,CUST1478,Chennai,"76, Chennai Street, Chennai",9,1091.52,89.33,54.58,1056.77,0,DP0041,Rahul,38,47,2.65,Cash on Delivery,Success,Pending,,,
65d57e56,37:33.0,Biryani Blues,4.4,Italian,CUST6259,Bangalore,"24, Bangalore Street, Bangalore",3,1168.77,31.69,58.44,1195.52,0,DP0008,Amit,58,66,9.29,Debit Card,Failed,Pending,,,
febef4bb,01:33.0,Biryani Blues,2.1,Chinese,CUST5524,Kolkata,"57, Kolkata Street, Kolkata",9,1274.73,37.72,63.74,1300.75,0,DP0028,Anil,57,63,2.26,Credit Card,Failed,Cancelled,Delivery Delayed,,
034d1d40,31:33.0,KFC,3.2,Chinese,CUST8091,Bangalore,"57, Bangalore Street, Bangalore",9,422.28,149.96,21.11,293.43,0,DP0003,Amit,15,22,3.54,UPI,Pending,Cancelled,Delivery Delayed,,
6f9494c8,02:33.0,Pizza Hut,3.8,Fast Food,CUST6829,Bangalore,"44, Bangalore Street, Bangalore",10,813.65,83,40.68,771.33,0,DP0021,Rahul,25,20,7.89,Wallet,Pending,Pending,,,
12a7add5,47:33.0,Subway,4.5,Mexican,CUST7875,Chennai,"49, Chennai Street, Chennai",6,212.91,158.84,10.65,64.72,0,DP0048,Priya,21,21,1.47,Debit Card,Failed,Pending,,,
99dd426f,37:33.0,McDonald's,4,Dessert,CUST6174,Bangalore,"48, Bangalore Street, Bangalore",7,592.01,197.95,29.6,423.66,0,DP0031,Suresh,43,39,8.5,Debit Card,Success,Cancelled,Restaurant Unavailable,,
22444be9,23:33.0,McDonald's,4.1,Chinese,CUST8268,Kolkata,"47, Kolkata Street, Kolkata",9,471.54,187.61,23.58,307.51,0,DP0049,Anil,31,33,4.62,UPI,Pending,Pending,,,
aae38ee6,28:33.0,Subway,3.7,Indian,CUST7001,Pune,"12, Pune Street, Pune",7,1114.57,174.15,55.73,996.15,49.71,DP0020,Suresh,53,62,5.44,UPI,Failed,Delivered,,4,Not satisfied
43f2d50c,24:33.0,Subway,3.1,Chinese,CUST1195,Hyderabad,"59, Hyderabad Street, Hyderabad",3,533.24,84.61,26.66,475.29,56.1,DP0014,Amit,43,38,1.95,Cash on Delivery,Failed,Pending,,,
3395519a,40:33.0,Pizza Hut,2.7,Italian,CUST8978,Chennai,"30, Chennai Street, Chennai",5,1454.89,51.01,72.74,1476.62,65.87,DP0023,Amit,17,24,6.64,Wallet,Pending,Cancelled,Delivery Delayed,,
b6884538,38:33.0,Burger King,3.1,Indian,CUST3504,Ahmedabad,"39, Ahmedabad Street, Ahmedabad",3,1168.77,145.46,58.44,1081.75,72.67,DP0028,Neha,30,35,6.14,Wallet,Pending,Pending,,,
adf047b6,15:33.0,Biryani Blues,2.1,Fast Food,CUST4741,Kolkata,"17, Kolkata Street, Kolkata",10,256.83,90.94,12.84,178.73,0,DP0048,Priya,45,41,7.66,Wallet,Success,Delivered,,2,Excellent service
0a9da992,42:33.0,KFC,4.9,Thai,CUST7492,Chennai,"82, Chennai Street, Chennai",1,804.04,99.4,40.2,744.84,82.68,DP0038,Priya,56,62,7.77,Credit Card,Pending,Cancelled,Restaurant Unavailable,,
238b69a8,52:33.0,Pizza Hut,2.5,Fast Food,CUST2737,Ahmedabad,"19, Ahmedabad Street, Ahmedabad",4,1370.44,31.76,68.52,1407.2,39.74,DP0047,Suresh,40,43,6.9,UPI,Failed,Cancelled,Restaurant Unavailable,,
70310840,44:33.0,Burger King,2.3,Thai,CUST8745,Kolkata,"40, Kolkata Street, Kolkata",4,993.8,0.62,49.69,1042.87,0,DP0029,Neha,60,62,4.09,Cash on Delivery,Pending,Delivered,,2.9,Good food!
46d22605,25:33.0,Domino's,2.3,Mexican,CUST2749,Chennai,"76, Chennai Street, Chennai",1,671.38,127.91,33.57,577.04,0,DP0046,Amit,19,20,1.27,Cash on Delivery,Pending,Delivered,,1.5,Good food!
9a58fa97,17:33.0,Haldiram's,4.5,Italian,CUST6613,Delhi,"100, Delhi Street, Delhi",7,1057.44,42.11,52.87,1068.2,0,DP0020,Kavita,53,57,4.25,Wallet,Failed,Delivered,,3,
a8becd64,45:33.0,Burger King,2.9,Dessert,CUST3285,Chennai,"24, Chennai Street, Chennai",6,490.78,165.07,24.54,350.25,0,DP0043,Suresh,22,23,6.64,Debit Card,Failed,Cancelled,,,
c4d40bf5,09:33.0,KFC,3.1,Fast Food,CUST8612,Kolkata,"58, Kolkata Street, Kolkata",10,994.42,39.95,49.72,1004.19,0,DP0012,Anil,36,44,1.75,Wallet,Failed,Cancelled,Customer Canceled,,
9a75e7c6,29:33.0,KFC,2.9,Thai,CUST1910,Hyderabad,"7, Hyderabad Street, Hyderabad",2,581.12,29.71,29.06,580.47,0,DP0023,Priya,39,43,4.6,UPI,Success,Delivered,,1.8,Late delivery
3890abbf,43:33.0,McDonald's,4.7,Fast Food,CUST3699,Pune,"44, Pune Street, Pune",2,633.66,156.69,31.68,508.65,20.74,DP0008,Kavita,45,40,6.75,Credit Card,Failed,Cancelled,Restaurant Unavailable,,
35bd4355,48:33.0,Biryani Blues,4.6,Mexican,CUST2156,Delhi,"69, Delhi Street, Delhi",1,1422.85,161.27,71.14,1332.72,42.11,DP0024,Kavita,57,65,9.86,Cash on Delivery,Failed,Cancelled,Customer Canceled,,
4fede4b3,07:33.0,KFC,4.6,Thai,CUST8472,Pune,"83, Pune Street, Pune",10,1230.97,56.96,61.55,1235.56,0,DP0032,Neha,19,18,7.77,UPI,Pending,Delivered,,2.4,Good food!
8061c8a0,00:33.0,Pizza Hut,2.3,Mexican,CUST1294,Ahmedabad,"52, Ahmedabad Street, Ahmedabad",7,1445.54,189.26,72.28,1328.56,75.9,DP0040,Rahul,18,14,2.67,Credit Card,Failed,Cancelled,Customer Canceled,,
9f88789d,08:33.0,McDonald's,4,Dessert,CUST1829,Delhi,"25, Delhi Street, Delhi",1,124.77,20.82,6.24,110.19,0,DP0023,Neha,39,45,7.35,Debit Card,Pending,Pending,,,
3065c417,55:33.0,Subway,3.7,Indian,CUST9881,Pune,"64, Pune Street, Pune",5,540.64,87.57,27.03,480.1,33.97,DP0005,Neha,48,54,9.86,Debit Card,Success,Pending,,,
da66e6a1,46:33.0,Haldiram's,3.4,Dessert,CUST1480,Kolkata,"11, Kolkata Street, Kolkata",2,475.61,134.02,23.78,365.37,0,DP0026,Rahul,41,43,7.41,Credit Card,Success,Pending,,,
68cecf6e,05:33.0,Domino's,2.8,Fast Food,CUST1247,Bangalore,"77, Bangalore Street, Bangalore",10,1494.65,5.32,74.73,1564.06,0,DP0046,Kavita,35,32,1.85,Cash on Delivery,Pending,Cancelled,,,
bb70e6ba,53:33.0,Burger King,4.4,Mexican,CUST7681,Bangalore,"43, Bangalore Street, Bangalore",6,565.26,77.19,28.26,516.33,46.13,DP0016,Kavita,40,42,6.72,Wallet,Pending,Delivered,,3.5,Good food!
17945581,53:33.0,Biryani Blues,2.3,Thai,CUST1790,Mumbai,"83, Mumbai Street, Mumbai",5,1229.22,184.38,61.46,1106.3,0,DP0024,Suresh,58,62,7.97,Credit Card,Success,Pending,,,
c40cbe7c,13:33.0,Pizza Hut,4.2,Fast Food,CUST8406,Bangalore,"3, Bangalore Street, Bangalore",1,1432.33,25.58,71.62,1478.37,0,DP0012,Neha,57,59,7.78,Wallet,Pending,Pending,,,
90ab5c7a,19:33.0,McDonald's,3.1,Thai,CUST2858,Hyderabad,"12, Hyderabad Street, Hyderabad",3,938.57,156.74,46.93,828.76,0,DP0029,Rahul,51,46,5.44,UPI,Pending,Delivered,,2.9,Good food!
531b33bd,58:33.0,Haldiram's,4.3,Chinese,CUST7485,Chennai,"90, Chennai Street, Chennai",2,510.95,18.9,25.55,517.6,0,DP0013,Suresh,36,46,8.83,Wallet,Failed,Delivered,,3.7,Tasty & fresh
fe444d69,04:33.0,Burger King,2.7,Italian,CUST6777,Mumbai,"13, Mumbai Street, Mumbai",10,444.88,176.85,22.24,290.27,70.24,DP0001,Amit,55,50,6.88,Wallet,Failed,Delivered,,2.5,Excellent service
24293667,40:33.0,Biryani Blues,4.3,Indian,CUST3833,Ahmedabad,"26, Ahmedabad Street, Ahmedabad",7,183.3,172.73,9.17,19.74,0,DP0037,Rahul,17,16,1.5,UPI,Pending,Pending,,,
97074c9c,04:33.0,KFC,3,Italian,CUST9831,Ahmedabad,"23, Ahmedabad Street, Ahmedabad",10,406.08,190.41,20.3,235.97,0,DP0021,Neha,38,34,6.77,UPI,Pending,Cancelled,Delivery Delayed,,
214b231e,00:33.0,Biryani Blues,2.5,Thai,CUST3053,Bangalore,"65, Bangalore Street, Bangalore",1,441.49,112.21,22.07,351.35,0,DP0017,Anil,26,28,3.43,UPI,Success,Pending,,,
1ea85c9a,14:33.0,Pizza Hut,3,Fast Food,CUST4990,Ahmedabad,"5, Ahmedabad Street, Ahmedabad",10,1118.62,18.92,55.93,1155.63,45.03,DP0014,Neha,40,37,9.03,Debit Card,Failed,Delivered,,2,Good food!
77dfdd0e,14:33.0,Pizza Hut,2.8,Chinese,CUST2928,Hyderabad,"27, Hyderabad Street, Hyderabad",6,1447.96,41.26,72.4,1479.1,0,DP0013,Suresh,20,19,5.86,Wallet,Failed,Pending,,,
415b0bbc,43:33.0,McDonald's,4,Mexican,CUST1721,Chennai,"79, Chennai Street, Chennai",6,406.71,195.49,20.34,231.56,11.08,DP0039,Amit,35,43,6.3,Cash on Delivery,Pending,Delivered,,2.5,Late delivery
23ca47ed,00:33.0,Pizza Hut,3.9,Thai,CUST4731,Ahmedabad,"49, Ahmedabad Street, Ahmedabad",10,338.92,181.59,16.95,174.28,0,DP0020,Amit,53,54,3.8,Debit Card,Pending,Cancelled,Delivery Delayed,,
b92c7e9f,04:33.0,Burger King,2.1,Indian,CUST5326,Delhi,"96, Delhi Street, Delhi",10,1321.24,85.28,66.06,1302.02,0,DP0044,Amit,42,47,5.79,Cash on Delivery,Success,Delivered,,1.7,Late delivery
1.97E+11,27:33.0,Haldiram's,2.3,Mexican,CUST3632,Hyderabad,"81, Hyderabad Street, Hyderabad",5,1279.53,192.33,63.98,1151.18,75.31,DP0005,Amit,25,24,7.95,Wallet,Failed,Cancelled,Customer Canceled,,
9b6bcf80,15:33.0,Subway,4.4,Fast Food,CUST2629,Pune,"20, Pune Street, Pune",9,1072.07,178.38,53.6,947.29,19.21,DP0033,Suresh,55,57,8.43,Cash on Delivery,Pending,Cancelled,,,
7eb6182b,48:33.0,Haldiram's,3.4,Italian,CUST7927,Pune,"47, Pune Street, Pune",8,813.88,15.17,40.69,839.4,7.29,DP0018,Rahul,39,49,7.64,UPI,Failed,Delivered,,4.2,Late delivery
21416d07,35:33.0,Haldiram's,2.4,Italian,CUST8566,Ahmedabad,"65, Ahmedabad Street, Ahmedabad",10,1358.5,32.62,67.92,1393.8,97.49,DP0026,Amit,42,52,9.67,Credit Card,Pending,Delivered,,2.8,
60b5cd39,47:33.0,Subway,4.7,Fast Food,CUST5759,Pune,"14, Pune Street, Pune",7,1323.14,25.4,66.16,1363.9,0,DP0043,Amit,43,47,2.25,UPI,Success,Delivered,,4.6,Good food!
16e96cc4,52:33.0,McDonald's,4.9,Indian,CUST9440,Pune,"60, Pune Street, Pune",9,243.11,107.72,12.16,147.55,0,DP0033,Priya,50,49,5.89,Credit Card,Pending,Cancelled,Restaurant Unavailable,,
d770bcae,24:33.0,Burger King,3.8,Mexican,CUST1913,Mumbai,"84, Mumbai Street, Mumbai",1,436.14,174.45,21.81,283.5,76.31,DP0042,Rahul,21,22,9.26,Cash on Delivery,Pending,Delivered,,2.4,Tasty & fresh
aa8fd632,07:33.0,Burger King,2.3,Dessert,CUST4541,Ahmedabad,"48, Ahmedabad Street, Ahmedabad",9,1415.41,94.26,70.77,1391.92,0,DP0009,Priya,58,56,3.04,Debit Card,Failed,Delivered,,2.9,Good food!
2ebb7e8a,32:33.0,Biryani Blues,4.3,Fast Food,CUST4943,Ahmedabad,"77, Ahmedabad Street, Ahmedabad",4,990.67,103.8,49.53,936.4,0,DP0024,Kavita,49,55,1.41,Credit Card,Success,Delivered,,4.7,Tasty & fresh
c5078fa3,17:33.0,KFC,3.3,Indian,CUST7482,Bangalore,"51, Bangalore Street, Bangalore",2,1301.81,95.48,65.09,1271.42,0,DP0047,Neha,25,21,5.85,Wallet,Pending,Pending,,,
19f4c9c4,30:33.0,Pizza Hut,3.2,Italian,CUST4566,Pune,"12, Pune Street, Pune",6,852.65,140.84,42.63,754.44,0,DP0045,Priya,29,29,9.42,Debit Card,Failed,Cancelled,Delivery Delayed,,
83c110ca,40:33.0,Domino's,3.3,Chinese,CUST4424,Pune,"42, Pune Street, Pune",4,1382.32,171.43,69.12,1280.01,0,DP0046,Neha,57,53,2.18,Debit Card,Failed,Delivered,,2.6,
9ca5ced0,53:33.0,McDonald's,4.9,Mexican,CUST4820,Ahmedabad,"56, Ahmedabad Street, Ahmedabad",8,475.26,178.95,23.76,320.07,24.87,DP0034,Suresh,23,30,1.65,Debit Card,Failed,Cancelled,,,
29fe0582,54:33.0,Domino's,4,Indian,CUST4316,Pune,"25, Pune Street, Pune",6,988.22,23.98,49.41,1013.65,0,DP0045,Neha,60,56,4.52,Cash on Delivery,Failed,Cancelled,,,
c2293608,28:33.0,Subway,2.2,Indian,CUST8034,Pune,"77, Pune Street, Pune",2,935.3,136.22,46.77,845.85,0,DP0010,Suresh,59,57,7.86,UPI,Failed,Cancelled,,,
22012157,45:33.0,KFC,4.7,Chinese,CUST9551,Bangalore,"77, Bangalore Street, Bangalore",6,743.24,189.58,37.16,590.82,1.63,DP0003,Rahul,29,37,3.72,UPI,Success,Delivered,,1.4,
9.44E+06,58:33.0,KFC,4.1,Chinese,CUST2627,Ahmedabad,"66, Ahmedabad Street, Ahmedabad",3,305.88,138.45,15.29,182.72,0,DP0008,Rahul,26,26,8.48,Credit Card,Success,Pending,,,
ba30e6be,29:33.0,McDonald's,4.8,Indian,CUST2325,Hyderabad,"45, Hyderabad Street, Hyderabad",1,459.05,148.94,22.95,333.06,59.77,DP0002,Rahul,31,41,2.35,Credit Card,Failed,Pending,,,
91175023,44:33.0,KFC,2.1,Mexican,CUST2326,Ahmedabad,"82, Ahmedabad Street, Ahmedabad",1,1124.08,168.42,56.2,1011.86,0,DP0041,Rahul,41,44,2.28,Cash on Delivery,Failed,Delivered,,3.4,Late delivery
a95e8067,38:33.0,Biryani Blues,4.1,Mexican,CUST6495,Pune,"46, Pune Street, Pune",8,762.71,81.35,38.14,719.5,0,DP0011,Amit,30,37,5.15,Debit Card,Success,Cancelled,,,
9e7c963b,22:33.0,Pizza Hut,3.9,Dessert,CUST6627,Pune,"71, Pune Street, Pune",4,592.94,125.59,29.65,497,88.45,DP0045,Amit,41,45,5.92,Cash on Delivery,Failed,Pending,,,
03e4527b,05:33.0,Subway,4.5,Indian,CUST4985,Mumbai,"98, Mumbai Street, Mumbai",8,475.01,114.52,23.75,384.24,0,DP0036,Rahul,54,60,2.5,Wallet,Pending,Cancelled,Delivery Delayed,,
ed649e9a,05:33.0,Haldiram's,3.6,Mexican,CUST9316,Bangalore,"68, Bangalore Street, Bangalore",2,762.3,89.06,38.12,711.36,0,DP0008,Kavita,34,35,7.1,Cash on Delivery,Failed,Cancelled,,,
2735719e,42:33.0,Biryani Blues,3.3,Mexican,CUST4576,Bangalore,"54, Bangalore Street, Bangalore",8,1079.45,82.13,53.97,1051.29,0,DP0022,Neha,22,19,1.15,Wallet,Pending,Delivered,,4.4,Excellent service
f0b79f32,07:33.0,Haldiram's,4.3,Chinese,CUST7273,Delhi,"87, Delhi Street, Delhi",2,271.99,51.01,13.6,234.58,10.87,DP0020,Kavita,41,37,6.35,Credit Card,Success,Delivered,,3.7,Tasty & fresh
f087bcb5,20:33.0,Domino's,2.7,Thai,CUST9883,Mumbai,"84, Mumbai Street, Mumbai",5,1488.56,181.19,74.43,1381.8,0,DP0028,Neha,52,48,3.79,Cash on Delivery,Success,Delivered,,2.3,
23cf6962,55:33.0,Domino's,3.7,Italian,CUST5911,Delhi,"95, Delhi Street, Delhi",2,646.14,13.9,32.31,664.55,0,DP0034,Priya,47,43,1.12,Cash on Delivery,Failed,Pending,,,
e2348461,26:33.0,Domino's,2.1,Indian,CUST9603,Kolkata,"58, Kolkata Street, Kolkata",9,1079.39,120.74,53.97,1012.62,80.08,DP0009,Rahul,45,54,9.18,UPI,Pending,Cancelled,,,
4f7895bd,07:33.0,Domino's,2.6,Indian,CUST9358,Chennai,"53, Chennai Street, Chennai",9,506.02,127.43,25.3,403.89,0,DP0004,Amit,38,39,3.03,Wallet,Pending,Cancelled,Delivery Delayed,,
c6cb4b5c,01:33.0,Haldiram's,2.5,Indian,CUST6412,Mumbai,"91, Mumbai Street, Mumbai",6,809.27,136.22,40.46,713.51,73.81,DP0047,Priya,46,53,3.55,UPI,Success,Pending,,,
68a1974f,37:33.0,McDonald's,3.9,Italian,CUST4938,Pune,"94, Pune Street, Pune",8,459.37,160.66,22.97,321.68,53.1,DP0014,Priya,22,28,7.93,Debit Card,Success,Delivered,,1.2,Not satisfied
5d53ffa4,04:33.0,Haldiram's,3.8,Chinese,CUST4279,Kolkata,"19, Kolkata Street, Kolkata",2,1465.56,154.69,73.28,1384.15,0,DP0002,Kavita,31,32,8.44,Cash on Delivery,Pending,Cancelled,Delivery Delayed,,
2da8cc60,46:33.0,Subway,4.2,Fast Food,CUST1788,Kolkata,"50, Kolkata Street, Kolkata",6,224.57,99.39,11.23,136.41,0,DP0049,Neha,51,46,8,Wallet,Failed,Delivered,,2.4,Not satisfied
4374cb94,30:33.0,Biryani Blues,2.4,Chinese,CUST3777,Hyderabad,"6, Hyderabad Street, Hyderabad",4,1258.66,65.63,62.93,1255.96,0,DP0019,Amit,29,39,2.63,Cash on Delivery,Pending,Pending,,,
5ae18db3,19:33.0,McDonald's,3.8,Italian,CUST8830,Bangalore,"60, Bangalore Street, Bangalore",9,733.53,167.12,36.68,603.09,0,DP0025,Suresh,59,68,9.22,Debit Card,Failed,Delivered,,1.4,
bda209d4,02:33.0,Burger King,3,Thai,CUST6672,Bangalore,"53, Bangalore Street, Bangalore",6,1353.97,40.56,67.7,1381.11,0,DP0036,Suresh,23,28,4.73,Wallet,Pending,Delivered,,4.4,
763a4997,27:33.0,KFC,5,Italian,CUST3037,Pune,"6, Pune Street, Pune",4,751.32,172.98,37.57,615.91,0,DP0006,Rahul,34,33,6.16,Cash on Delivery,Failed,Cancelled,,,
97e630cd,22:33.0,Haldiram's,3.5,Mexican,CUST2538,Bangalore,"4, Bangalore Street, Bangalore",10,754.27,113.89,37.71,678.09,0,DP0004,Rahul,57,57,3.48,UPI,Success,Delivered,,4.1,Excellent service
e5f68c0b,44:33.0,Subway,5,Indian,CUST2269,Ahmedabad,"7, Ahmedabad Street, Ahmedabad",1,449.37,66.35,22.47,405.49,0,DP0026,Amit,54,51,6.01,Debit Card,Failed,Cancelled,Restaurant Unavailable,,
54f86a0e,59:33.0,Biryani Blues,3.1,Dessert,CUST6012,Delhi,"35, Delhi Street, Delhi",6,314.76,179.96,15.74,150.54,0,DP0049,Suresh,35,41,9.01,Credit Card,Pending,Cancelled,Restaurant Unavailable,,
2ab7de09,15:33.0,Subway,2.6,Thai,CUST7061,Bangalore,"24, Bangalore Street, Bangalore",8,364.62,34.99,18.23,347.86,88.34,DP0043,Rahul,57,63,6.99,Credit Card,Success,Cancelled,,,
2689f83f,59:33.0,Biryani Blues,4.3,Indian,CUST8157,Kolkata,"97, Kolkata Street, Kolkata",9,1105.9,99.82,55.3,1061.38,0,DP0037,Priya,48,57,8.62,Debit Card,Success,Pending,,,
79700fa7,48:33.0,Burger King,3.7,Thai,CUST4559,Ahmedabad,"18, Ahmedabad Street, Ahmedabad",7,546.78,146.1,27.34,428.02,0,DP0028,Priya,18,22,2.1,Cash on Delivery,Pending,Delivered,,3.5,Tasty & fresh
c2c11501,18:33.0,Domino's,4.4,Fast Food,CUST4713,Delhi,"3, Delhi Street, Delhi",7,452.96,151.43,22.65,324.18,0,DP0011,Rahul,45,51,6.7,UPI,Pending,Pending,,,
65bd8061,53:33.0,Haldiram's,2.2,Italian,CUST1194,Pune,"59, Pune Street, Pune",9,818.04,38.12,40.9,820.82,0,DP0015,Kavita,20,23,4.19,Wallet,Success,Pending,,,
1b531464,43:33.0,Pizza Hut,3.1,Mexican,CUST7198,Pune,"72, Pune Street, Pune",1,644.33,40.77,32.22,635.78,82.27,DP0013,Amit,53,52,2.95,Debit Card,Success,Pending,,,
0ecf41e8,58:33.0,Biryani Blues,3.8,Thai,CUST2216,Bangalore,"19, Bangalore Street, Bangalore",6,1210.37,99.11,60.52,1171.78,0,DP0028,Neha,20,18,9.22,Debit Card,Failed,Pending,,,
5e2b5229,00:33.0,Biryani Blues,4.4,Mexican,CUST5045,Bangalore,"82, Bangalore Street, Bangalore",10,1374.28,118.92,68.71,1324.07,43.22,DP0044,Anil,54,52,7.59,Cash on Delivery,Failed,Delivered,,2.9,Tasty & fresh
a696a322,18:33.0,Burger King,2.9,Mexican,CUST9320,Hyderabad,"86, Hyderabad Street, Hyderabad",1,121.68,2.63,6.08,125.13,0,DP0003,Anil,44,50,7.91,Cash on Delivery,Failed,Cancelled,,,
4e310d50,40:33.0,Biryani Blues,3.1,Dessert,CUST6748,Bangalore,"75, Bangalore Street, Bangalore",10,924.37,48.18,46.22,922.41,24.36,DP0022,Rahul,36,32,2.37,Credit Card,Failed,Pending,,,
df3d8c28,59:33.0,Haldiram's,2.9,Thai,CUST5869,Ahmedabad,"31, Ahmedabad Street, Ahmedabad",5,845.38,91.07,42.27,796.58,0,DP0004,Rahul,35,37,4.54,Cash on Delivery,Pending,Cancelled,,,
a2555c61,05:33.0,KFC,3.6,Fast Food,CUST2162,Hyderabad,"99, Hyderabad Street, Hyderabad",1,141.13,18.19,7.06,130,93.72,DP0030,Anil,18,21,4.96,Credit Card,Success,Pending,,,
457c64fb,12:33.0,Pizza Hut,3.6,Thai,CUST5302,Kolkata,"96, Kolkata Street, Kolkata",6,1178.03,190.56,58.9,1046.37,0,DP0045,Suresh,44,47,5.12,UPI,Success,Delivered,,4.5,Tasty & fresh
5cddf521,20:33.0,Pizza Hut,3,Chinese,CUST9484,Bangalore,"11, Bangalore Street, Bangalore",8,675.31,106.67,33.77,602.41,0,DP0028,Priya,38,43,3.5,UPI,Success,Pending,,,
af1a1212,34:33.0,Burger King,2.9,Dessert,CUST4962,Bangalore,"51, Bangalore Street, Bangalore",2,777.56,170.34,38.88,646.1,74.75,DP0046,Kavita,18,23,4.82,Credit Card,Failed,Delivered,,3.9,Excellent service
e60ce7a4,21:33.0,Domino's,3.8,Fast Food,CUST7886,Ahmedabad,"97, Ahmedabad Street, Ahmedabad",5,1458.92,31.37,72.95,1500.5,0,DP0013,Amit,55,56,7.02,Wallet,Success,Pending,,,
7a7b9482,55:33.0,McDonald's,3.6,Mexican,CUST8649,Delhi,"24, Delhi Street, Delhi",10,464.74,5.21,23.24,482.77,37.46,DP0026,Rahul,26,21,7.36,Debit Card,Pending,Cancelled,Delivery Delayed,,
35a78df2,06:33.0,Subway,4.4,Chinese,CUST3940,Mumbai,"39, Mumbai Street, Mumbai",1,464,51.48,23.2,435.72,0,DP0015,Neha,32,35,1.94,Debit Card,Success,Cancelled,Delivery Delayed,,
